Timestamp,Status,Description
2023-10-14 04:48:25,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 04:59:59,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 05:17:28,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 05:29:26,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 05:41:14,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 05:52:28,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 06:15:57,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 06:30:10,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 06:41:33,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 07:13:24,Check Case Status,Already have an Account? Login
2023-10-14 07:28:27,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 07:39:57,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 07:51:40,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 08:12:52,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 08:43:28,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 09:00:10,Check Case Status,Already have an Account? Login
2023-10-14 09:32:20,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 09:48:19,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 10:00:04,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 10:17:35,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 10:29:28,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 10:40:56,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 10:52:55,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 11:14:47,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 11:28:35,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 11:40:01,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 11:51:51,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 12:19:21,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 12:33:25,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 12:48:18,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 13:18:08,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 13:29:41,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 13:40:38,Check Case Status,Already have an Account? Login
2023-10-14 13:52:46,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 14:20:03,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 14:31:24,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 14:42:59,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 14:58:56,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 15:14:36,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 15:28:29,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 15:40:16,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 15:51:52,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 16:22:44,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 16:38:39,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 16:50:32,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 17:01:49,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 17:17:17,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 17:28:45,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 17:40:00,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 17:51:43,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 18:07:25,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 18:24:36,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 18:38:38,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 18:50:06,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 19:01:32,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 19:19:13,Check Case Status,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 19:30:57,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 19:42:15,Check Case Status,Already have an Account? Login
2023-10-14 19:58:36,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 21:24:53,Check Case Status,Already have an Account? Login
2023-10-14 22:09:33,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 22:31:24,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 22:43:08,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 22:58:10,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-14 23:19:10,Check Case Status,Already have an Account? Login
2023-10-14 23:30:56,Check Case Status,Already have an Account? Login
2023-10-14 23:42:22,Check Case Status,Already have an Account? Login
2023-10-14 23:58:27,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-15 00:21:48,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-15 00:34:28,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-15 00:48:35,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-15 00:59:56,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-15 01:19:26,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-15 01:42:25,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-15 01:58:37,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-15 02:24:33,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-15 02:38:37,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-15 02:50:05,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-15 03:02:04,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-15 03:17:57,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-15 03:29:48,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-15 03:41:22,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-15 03:53:15,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-15 04:19:11,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2023-10-15 04:30:48,Case Was Received and A Receipt Notice Was Sent,"On October 6, 2023, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number EAC2400450864, and sent you a receipt notice or acceptance notice. The notice describes how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
